iter	Passed	Remaining
1377	401483	1637980
1378	401839	1637956
1379	402161	1637787
1380	402635	1638238
1381	402977	1638152
1382	403338	1638141
1383	403754	1638354
1384	404144	1638464
1385	404439	1638185
1386	404753	1637981
1387	405231	1638443
1388	405581	1638386
1389	405908	1638235
1390	406154	1637759
1391	406433	1637414
1392	406630	1636738
1393	406817	1636026
1394	407012	1635344
1395	407245	1634818
1396	407673	1635069
1397	407859	1634353
1398	408056	1633684
1399	408270	1633081
1400	408522	1632633
1401	408794	1632262
1402	408980	1631549
1403	409184	1630909
1404	409378	1630231
1405	409612	1629710
1406	409885	1629347
1407	410080	1628670
1408	410293	1628069
1409	410492	1627412
1410	410705	1626811
1411	410966	1626403
1412	411165	1625748
1413	411363	1625088
1414	411578	1624497
1415	411823	1624028
1416	412094	1623657
1417	412308	1623063
1418	412514	1622440
1419	412717	1621806
1420	412942	1621257
1421	413230	1620956
1422	413413	1620245
1423	413623	1619639
1424	413819	1618976
1425	414052	1618463
1426	414366	1618265
1427	414576	1617662
1428	414760	1616956
1429	414968	1616344
1430	415209	1615866
1431	415467	1615447
1432	415676	1614842
1433	415902	1614303
1434	416204	1614059
1435	416811	1615000
1436	417136	1614844
1437	417454	1614661
1438	417840	1614741
1439	418260	1614951
1440	418614	1614905
1441	418940	1614751
1442	419400	1615115
1443	419747	1615039
1444	420042	1614767
1445	420450	1614925
1446	420715	1614534
1447	420930	1613954
1448	421114	1613253
1449	421311	1612605
1450	421511	1611969
1451	421860	1611901
1452	422048	1611220
1453	422238	1610546
1454	422430	1609882
1455	422642	1609291
1456	422948	1609060
1457	423144	1608412
1458	423344	1607779
1459	423557	1607198
1460	423753	1606551
1461	423974	1606000
1462	424180	1605389
1463	424394	1604814
1464	424589	1604164
1465	424787	1603528
1466	425099	1603323
1467	425297	1602688
1468	425486	1602018
1469	425676	1601353
1470	425891	1600784
1471	426321	1601021
1472	426525	1600410
1473	426732	1599814
1474	426933	1599190
1475	427153	1598643
1476	427474	1598470
1477	427658	1597788
1478	427853	1597146
1479	428074	1596603
1480	428327	1596178
1481	428613	1595876
1482	428803	1595218
1483	428986	1594533
1484	429186	1593914
1485	429372	1593244
1486	429684	1593039
1487	429871	1592372
1488	430052	1591684
1489	430254	1591077
1490	430519	1590699
1491	431000	1591120
1492	431364	1591106
